,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepDateTime,DepHour,DepDelay_30min,ArrDelay_30min,airport_Origin,lat_Origin,long_Origin,airport_Dest,lat_Dest,long_Dest,YearMon
1070752,2008,5,21,3,1412.0,1415,1522.0,1530,DL,1837,N911DL,70.0,75.0,46.0,-8.0,-3.0,CHS,ATL,259,14.0,10.0,0,,0,,,,,,2008-05-21,"[1400, 1500)","[-30, 0)","[-30, 0)",Charleston AFB/International,32.89864639,-80.04050583,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-05-01
6389450,2008,12,4,4,1618.0,1618,1653.0,1653,OO,5456,N585SW,35.0,35.0,17.0,0.0,0.0,LAX,OXR,49,2.0,16.0,0,,0,,,,,,2008-12-04,"[1600, 1700)","[0, 30)","[0, 30)",Los Angeles International,33.94253611,-118.40807439999999,Oxnard,34.20080083,-119.20721640000001,2008-12-01
4797632,2008,3,17,1,1346.0,1350,1807.0,1805,AA,1424,N561AA,141.0,135.0,120.0,2.0,-4.0,PHX,DFW,868,8.0,13.0,0,,0,,,,,,2008-03-17,"[1300, 1400)","[-30, 0)","[0, 30)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,Dallas-Fort Worth International,32.89595056,-97.0372,2008-03-01
3942858,2008,7,2,3,1040.0,955,1206.0,1130,UA,247,N527UA,146.0,155.0,117.0,36.0,45.0,ORD,DEN,888,19.0,10.0,0,,0,0.0,0.0,0.0,0.0,36.0,2008-07-02,"[1000, 1100)","[30, 60)","[30, 60)",Chicago O'Hare International,41.979595,-87.90446417,Denver Intl,39.85840806,-104.6670019,2008-07-01
5612533,2008,3,24,1,1132.0,1125,1621.0,1630,WN,1070,N487WN,169.0,185.0,154.0,-9.0,7.0,LAS,HOU,1235,4.0,11.0,0,,0,,,,,,2008-03-24,"[1100, 1200)","[0, 30)","[-30, 0)",McCarran International,36.08036111,-115.15233329999998,William P Hobby,29.64541861,-95.27888889,2008-03-01
135647,2008,9,25,4,1918.0,1810,2034.0,1925,WN,1846,N346SW,76.0,75.0,59.0,69.0,68.0,RNO,LAS,345,4.0,13.0,0,,0,1.0,0.0,1.0,0.0,67.0,2008-09-25,"[1900, 2000)","[60, 90)","[60, 90)",Reno/Tahoe International,39.49857611,-119.76806470000001,McCarran International,36.08036111,-115.15233329999998,2008-09-01
3467013,2008,3,15,6,128.0,43,528.0,500,CO,223,N12114,180.0,197.0,163.0,28.0,45.0,ANC,SEA,1449,6.0,11.0,0,,0,10.0,0.0,0.0,0.0,18.0,2008-03-15,"[100, 200)","[30, 60)","[0, 30)",Ted Stevens Anchorage International,61.17432028,-149.9961856,Seattle-Tacoma Intl,47.44898194,-122.30931310000001,2008-03-01
2916181,2008,8,18,1,933.0,938,1028.0,1052,YV,7042,N513MJ,115.0,134.0,102.0,-24.0,-5.0,ORF,ORD,717,3.0,10.0,0,,0,,,,,,2008-08-18,"[900, 1000)","[-30, 0)","[-30, 0)",Norfolk International,36.89461111,-76.20122222,Chicago O'Hare International,41.979595,-87.90446417,2008-08-01
61724,2008,4,14,1,1553.0,1556,1717.0,1718,FL,23,N926AT,84.0,82.0,62.0,-1.0,-3.0,ATL,TPA,406,8.0,14.0,0,,0,,,,,,2008-04-14,"[1500, 1600)","[-30, 0)","[-30, 0)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Tampa International ,27.97547222,-82.53325,2008-04-01
3177742,2008,7,26,6,2028.0,2030,2215.0,2221,B6,919,N178JB,167.0,171.0,117.0,-6.0,-2.0,JFK,ORD,740,3.0,47.0,0,,0,,,,,,2008-07-26,"[2000, 2100)","[-30, 0)","[-30, 0)",John F Kennedy Intl,40.63975111,-73.77892556,Chicago O'Hare International,41.979595,-87.90446417,2008-07-01
6764255,2008,8,17,7,1319.0,1304,1540.0,1535,UA,718,N364UA,81.0,91.0,68.0,5.0,15.0,DEN,FSD,483,5.0,8.0,0,,0,,,,,,2008-08-17,"[1300, 1400)","[0, 30)","[0, 30)",Denver Intl,39.85840806,-104.6670019,Joe Foss ,43.58135111,-96.74170028,2008-08-01
5304450,2008,4,10,4,2015.0,2010,2145.0,2200,B6,10,N564JB,90.0,110.0,57.0,-15.0,5.0,JFK,BUF,301,4.0,29.0,0,,0,,,,,,2008-04-10,"[2000, 2100)","[0, 30)","[-30, 0)",John F Kennedy Intl,40.63975111,-73.77892556,Buffalo Niagara Intl,42.94052472,-78.73216667,2008-04-01
6544377,2008,5,10,6,1743.0,1750,1824.0,1840,MQ,4246,N692AE,41.0,50.0,24.0,-16.0,-7.0,ORD,MSN,109,2.0,15.0,0,,0,,,,,,2008-05-10,"[1700, 1800)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Dane County Regional,43.13985778,-89.33751361,2008-05-01
4846065,2008,12,26,5,705.0,705,815.0,820,AA,690,N446AA,70.0,75.0,51.0,-5.0,0.0,TUL,DFW,237,7.0,12.0,0,,0,,,,,,2008-12-26,"[700, 800)","[0, 30)","[-30, 0)",Tulsa International,36.19837222,-95.88824167,Dallas-Fort Worth International,32.89595056,-97.0372,2008-12-01
2439667,2008,7,22,2,2136.0,2139,2239.0,2248,NW,838,N753NW,63.0,69.0,43.0,-9.0,-3.0,DTW,ROC,296,5.0,15.0,0,,0,,,,,,2008-07-22,"[2100, 2200)","[-30, 0)","[-30, 0)",Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,Greater Rochester Int'l,43.11886611,-77.67238389,2008-07-01
840582,2008,8,22,5,1525.0,1420,1625.0,1522,DL,1625,N947DL,120.0,122.0,98.0,63.0,65.0,ATL,IAH,689,7.0,15.0,0,,0,45.0,0.0,0.0,0.0,18.0,2008-08-22,"[1500, 1600)","[60, 90)","[60, 90)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,George Bush Intercontinental,29.98047222,-95.33972222,2008-08-01
3857904,2008,5,26,1,842.0,845,1122.0,1138,US,486,N314AW,100.0,113.0,79.0,-16.0,-3.0,PHX,DEN,602,5.0,16.0,0,,0,,,,,,2008-05-26,"[800, 900)","[-30, 0)","[-30, 0)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,Denver Intl,39.85840806,-104.6670019,2008-05-01
6297471,2008,12,21,7,2101.0,2055,2246.0,2229,FL,218,N952AT,105.0,94.0,76.0,17.0,6.0,ATL,CAK,528,5.0,24.0,0,,0,6.0,0.0,11.0,0.0,0.0,2008-12-21,"[2100, 2200)","[0, 30)","[0, 30)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Akron-Canton Regional,40.91631194,-81.44246556,2008-12-01
2311360,2008,5,2,5,1251.0,1255,1637.0,1652,XE,501,N12163,166.0,177.0,158.0,-15.0,-4.0,SAT,RDU,1225,2.0,6.0,0,,0,,,,,,2008-05-02,"[1200, 1300)","[-30, 0)","[-30, 0)",San Antonio International,29.53369444,-98.46977778,Raleigh-Durham International,35.87763889,-78.78747222,2008-05-01
4269703,2008,11,3,1,1704.0,1710,1946.0,2005,US,504,N605AW,222.0,235.0,195.0,-19.0,-6.0,ORD,PHX,1440,11.0,16.0,0,,0,,,,,,2008-11-03,"[1700, 1800)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-11-01
4922178,2008,5,19,1,644.0,650,1154.0,1155,AA,1216,N514AA,190.0,185.0,168.0,-1.0,-6.0,FAT,DFW,1313,13.0,9.0,0,,0,,,,,,2008-05-19,"[600, 700)","[-30, 0)","[-30, 0)",Fresno Yosemite International,36.77619444,-119.7181389,Dallas-Fort Worth International,32.89595056,-97.0372,2008-05-01
5445473,2008,11,6,4,1445.0,1450,1625.0,1614,US,1222,N460UW,100.0,84.0,59.0,11.0,-5.0,CLT,BWI,361,7.0,34.0,0,,0,,,,,,2008-11-06,"[1400, 1500)","[-30, 0)","[0, 30)",Charlotte/Douglas International,35.21401111,-80.94312583,Baltimore-Washington International,39.17540167,-76.66819833,2008-11-01
5115135,2008,1,3,4,1410.0,1415,1555.0,1530,MQ,4776,N852AE,105.0,75.0,52.0,25.0,-5.0,DCA,JFK,213,36.0,17.0,0,,0,0.0,0.0,25.0,0.0,0.0,2008-01-03,"[1400, 1500)","[-30, 0)","[0, 30)",Ronald Reagan Washington National,38.85208333,-77.03772222,John F Kennedy Intl,40.63975111,-73.77892556,2008-01-01
2579366,2008,9,18,4,1601.0,1540,1809.0,1758,US,1282,N430US,128.0,138.0,115.0,11.0,21.0,PBI,DCA,857,3.0,10.0,0,,0,,,,,,2008-09-18,"[1600, 1700)","[0, 30)","[0, 30)",Palm Beach International,26.68316194,-80.09559417,Ronald Reagan Washington National,38.85208333,-77.03772222,2008-09-01
4700906,2008,10,11,6,1255.0,1305,1449.0,1510,NW,515,N366NW,174.0,185.0,148.0,-21.0,-10.0,LGA,MSP,1020,11.0,15.0,0,,0,,,,,,2008-10-11,"[1200, 1300)","[-30, 0)","[-30, 0)",LaGuardia,40.77724306,-73.87260917,Minneapolis-St Paul Intl,44.88054694,-93.2169225,2008-10-01
537197,2008,2,9,6,1321.0,1325,1619.0,1635,B6,506,N658JB,178.0,190.0,146.0,-16.0,-4.0,FLL,EWR,1065,5.0,27.0,0,,0,,,,,,2008-02-09,"[1300, 1400)","[-30, 0)","[-30, 0)",Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,Newark Intl,40.69249722,-74.16866056,2008-02-01
2371254,2008,5,3,6,1525.0,1528,1925.0,1932,YV,2872,N924FJ,120.0,124.0,98.0,-7.0,-3.0,PHX,SAT,843,6.0,16.0,0,,0,,,,,,2008-05-03,"[1500, 1600)","[-30, 0)","[-30, 0)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,San Antonio International,29.53369444,-98.46977778,2008-05-01
1924789,2008,5,29,4,1246.0,1245,1538.0,1520,AA,1756,N512AA,172.0,155.0,143.0,18.0,1.0,MCO,LGA,950,14.0,15.0,0,,0,0.0,0.0,18.0,0.0,0.0,2008-05-29,"[1200, 1300)","[0, 30)","[0, 30)",Orlando International,28.42888889,-81.31602778,LaGuardia,40.77724306,-73.87260917,2008-05-01
4227466,2008,2,28,4,1540.0,1535,1651.0,1650,WN,1240,N257WN,71.0,75.0,51.0,1.0,5.0,ABQ,PHX,328,5.0,15.0,0,,0,,,,,,2008-02-28,"[1500, 1600)","[0, 30)","[0, 30)",Albuquerque International,35.04022222,-106.6091944,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-02-01
2896549,2008,11,2,7,1746.0,1730,2351.0,2325,AA,1890,N595AA,245.0,235.0,215.0,26.0,16.0,LAX,ORD,1745,5.0,25.0,0,,0,5.0,0.0,10.0,0.0,11.0,2008-11-02,"[1700, 1800)","[0, 30)","[0, 30)",Los Angeles International,33.94253611,-118.40807439999999,Chicago O'Hare International,41.979595,-87.90446417,2008-11-01
6447077,2008,1,18,5,600.0,605,633.0,642,AQ,107,N823AL,33.0,37.0,25.0,-9.0,-5.0,HNL,LIH,102,3.0,5.0,0,,0,,,,,,2008-01-18,"[600, 700)","[-30, 0)","[-30, 0)",Honolulu International,21.31869111,-157.92240719999998,Lihue,21.97598306,-159.3389581,2008-01-01
601546,2008,1,2,3,1350.0,1320,1559.0,1513,XE,2682,N11140,129.0,113.0,109.0,46.0,30.0,MYR,EWR,550,9.0,11.0,0,,0,0.0,0.0,46.0,0.0,0.0,2008-01-02,"[1300, 1400)","[30, 60)","[30, 60)",Myrtle Beach International,33.67975,-78.92833333,Newark Intl,40.69249722,-74.16866056,2008-01-01
2509378,2008,2,12,2,1757.0,1745,2019.0,1957,DL,1567,N946DL,142.0,132.0,116.0,22.0,12.0,BDL,CVG,661,13.0,13.0,0,,0,7.0,0.0,10.0,0.0,5.0,2008-02-12,"[1700, 1800)","[0, 30)","[0, 30)",Bradley International,41.93887417,-72.68322833,Cincinnati Northern Kentucky Intl,39.04614278,-84.6621725,2008-02-01
649676,2008,8,24,7,1221.0,1220,1450.0,1438,XE,2650,N12540,89.0,78.0,67.0,12.0,1.0,MKE,CLE,328,7.0,15.0,0,,0,,,,,,2008-08-24,"[1200, 1300)","[0, 30)","[0, 30)",General Mitchell International,42.94722222,-87.89658333,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-08-01
3315259,2008,6,24,2,1029.0,1034,1128.0,1131,OO,5562,N234SW,59.0,57.0,45.0,-3.0,-5.0,FAT,SFO,158,3.0,11.0,0,,0,,,,,,2008-06-24,"[1000, 1100)","[-30, 0)","[-30, 0)",Fresno Yosemite International,36.77619444,-119.7181389,San Francisco International,37.61900194,-122.3748433,2008-06-01
3563978,2008,2,15,5,2050.0,2020,2110.0,2025,WN,1280,N362SW,80.0,65.0,50.0,45.0,30.0,PHX,SAN,304,3.0,27.0,0,,0,9.0,0.0,15.0,0.0,21.0,2008-02-15,"[2000, 2100)","[30, 60)","[30, 60)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,San Diego International-Lindbergh ,32.73355611,-117.1896567,2008-02-01
6915550,2008,8,18,1,1849.0,1850,1904.0,1905,EV,4260,N832AS,75.0,75.0,42.0,-1.0,-1.0,ATL,VPS,264,10.0,23.0,0,,0,,,,,,2008-08-18,"[1800, 1900)","[-30, 0)","[-30, 0)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Eglin Air Force Base,30.48325,-86.5254,2008-08-01
2089184,2008,10,29,3,1005.0,1010,1122.0,1145,9E,5625,86469E,77.0,95.0,59.0,-23.0,-5.0,MSP,MCI,393,3.0,15.0,0,,0,,,,,,2008-10-29,"[1000, 1100)","[-30, 0)","[-30, 0)",Minneapolis-St Paul Intl,44.88054694,-93.2169225,Kansas City International,39.29760528,-94.71390556,2008-10-01
4161374,2008,4,27,7,1545.0,1535,1650.0,1645,WN,527,N662SW,65.0,70.0,47.0,5.0,10.0,ONT,PHX,325,5.0,13.0,0,,0,,,,,,2008-04-27,"[1500, 1600)","[0, 30)","[0, 30)",Ontario International,34.056,-117.60119440000001,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-04-01
6558516,2008,5,27,2,1609.0,1610,1558.0,1609,EV,4281,N682BR,49.0,59.0,28.0,-11.0,-1.0,ATL,MGM,147,5.0,16.0,0,,0,,,,,,2008-05-27,"[1600, 1700)","[-30, 0)","[-30, 0)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Montgomery Regional Apt,32.30064417,-86.39397611,2008-05-01
1397193,2008,11,3,1,1822.0,1825,2024.0,2020,WN,1680,N312SW,122.0,115.0,104.0,4.0,-3.0,AUS,BNA,756,5.0,13.0,0,,0,,,,,,2008-11-03,"[1800, 1900)","[-30, 0)","[0, 30)",Austin-Bergstrom International,30.19453278,-97.66987194,Nashville International,36.12447667,-86.67818222,2008-11-01
1864601,2008,2,2,6,1702.0,1700,1816.0,1829,YV,7208,N651ML,74.0,89.0,63.0,-13.0,2.0,IAD,GSP,383,2.0,9.0,0,,0,,,,,,2008-02-02,"[1700, 1800)","[0, 30)","[-30, 0)",Washington Dulles International,38.94453194,-77.45580972,Greenville-Spartanburg,34.89566722,-82.21885833,2008-02-01
1632486,2008,12,28,7,1226.0,1230,1355.0,1404,XE,2080,N13990,89.0,94.0,72.0,-9.0,-4.0,CLE,CLT,430,6.0,11.0,0,,0,,,,,,2008-12-28,"[1200, 1300)","[-30, 0)","[-30, 0)",Cleveland-Hopkins Intl,41.41089417,-81.84939667,Charlotte/Douglas International,35.21401111,-80.94312583,2008-12-01
2759450,2008,6,24,2,1357.0,1330,1521.0,1455,WN,2686,N910WN,84.0,85.0,65.0,26.0,27.0,SMF,LAX,373,4.0,15.0,0,,0,4.0,0.0,0.0,0.0,22.0,2008-06-24,"[1300, 1400)","[0, 30)","[0, 30)",Sacramento International,38.69542167,-121.5907669,Los Angeles International,33.94253611,-118.40807439999999,2008-06-01
4392277,2008,11,14,5,1649.0,1545,2359.0,2330,WN,2453,N488WN,250.0,285.0,235.0,29.0,64.0,LAS,FLL,2174,4.0,11.0,0,,0,29.0,0.0,0.0,0.0,0.0,2008-11-14,"[1600, 1700)","[60, 90)","[0, 30)",McCarran International,36.08036111,-115.15233329999998,Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,2008-11-01
1579676,2008,4,1,2,,905,,1039,US,1597,,,94.0,,,,IND,CLT,428,,,1,A,0,,,,,,2008-04-01,,,,Indianapolis International,39.71732917,-86.29438417,Charlotte/Douglas International,35.21401111,-80.94312583,2008-03-01
3684400,2008,12,28,7,907.0,915,1012.0,1031,OO,5702,N284YV,65.0,76.0,53.0,-19.0,-8.0,SBA,SJC,234,5.0,7.0,0,,0,,,,,,2008-12-28,"[900, 1000)","[-30, 0)","[-30, 0)",Santa Barbara Municipal,34.42621194,-119.8403733,San Jose International,37.36186194,-121.92900890000001,2008-12-01
3410505,2008,5,15,4,642.0,645,743.0,750,WN,730,N307SW,121.0,125.0,105.0,-7.0,-3.0,SLC,SEA,689,5.0,11.0,0,,0,,,,,,2008-05-15,"[600, 700)","[-30, 0)","[-30, 0)",Salt Lake City Intl,40.78838778,-111.9777731,Seattle-Tacoma Intl,47.44898194,-122.30931310000001,2008-05-01
6046261,2008,10,20,1,915.0,900,1010.0,1005,WN,446,N711HK,55.0,65.0,41.0,5.0,15.0,LAS,SNA,226,3.0,11.0,0,,0,,,,,,2008-10-20,"[900, 1000)","[0, 30)","[0, 30)",McCarran International,36.08036111,-115.15233329999998,John Wayne /Orange Co,33.67565861,-117.86822250000002,2008-10-01
5019139,2008,9,19,5,727.0,730,819.0,820,MQ,3448,N648AE,52.0,50.0,38.0,-1.0,-3.0,ABI,DFW,158,8.0,6.0,0,,0,,,,,,2008-09-19,"[700, 800)","[-30, 0)","[-30, 0)",Abilene Regional,32.41132,-99.68189722,Dallas-Fort Worth International,32.89595056,-97.0372,2008-09-01
2430370,2008,3,13,4,1625.0,1625,1824.0,1818,US,932,N741UW,119.0,113.0,86.0,6.0,0.0,CLT,SYR,603,4.0,29.0,0,,0,,,,,,2008-03-13,"[1600, 1700)","[0, 30)","[0, 30)",Charlotte/Douglas International,35.21401111,-80.94312583,Syracuse-Hancock Intl,43.11118694,-76.10631056,2008-03-01
6826144,2008,11,12,3,1916.0,1855,2230.0,2220,XE,2736,N31131,134.0,145.0,110.0,10.0,21.0,IAH,CRW,975,6.0,18.0,0,,0,,,,,,2008-11-12,"[1900, 2000)","[0, 30)","[0, 30)",George Bush Intercontinental,29.98047222,-95.33972222,Yeager,38.37315083,-81.59318972,2008-11-01
2250960,2008,6,25,3,1847.0,1845,2239.0,2247,CO,1417,N14605,172.0,182.0,147.0,-8.0,2.0,IAH,PIT,1117,6.0,19.0,0,,0,,,,,,2008-06-25,"[1800, 1900)","[0, 30)","[-30, 0)",George Bush Intercontinental,29.98047222,-95.33972222,Pittsburgh International,40.49146583,-80.23287083,2008-06-01
4436930,2008,4,17,4,1523.0,1530,1719.0,1725,DL,653,N669DN,116.0,115.0,81.0,-6.0,-7.0,ATL,FLL,581,5.0,30.0,0,,0,,,,,,2008-04-17,"[1500, 1600)","[-30, 0)","[-30, 0)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,2008-04-01
3993559,2008,11,21,5,2020.0,2020,2128.0,2125,AA,1027,N551AA,128.0,125.0,109.0,3.0,0.0,DFW,DEN,641,6.0,13.0,0,,0,,,,,,2008-11-21,"[2000, 2100)","[0, 30)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Denver Intl,39.85840806,-104.6670019,2008-11-01
2262445,2008,6,15,7,1454.0,1455,1651.0,1645,DL,25,N909DA,117.0,110.0,75.0,6.0,-1.0,ATL,PIT,526,7.0,35.0,0,,0,,,,,,2008-06-15,"[1400, 1500)","[-30, 0)","[0, 30)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Pittsburgh International,40.49146583,-80.23287083,2008-06-01
5770561,2008,9,24,3,1911.0,1907,2055.0,2053,YV,7269,N511MJ,104.0,106.0,80.0,2.0,4.0,ATL,IAD,533,6.0,18.0,0,,0,,,,,,2008-09-24,"[1900, 2000)","[0, 30)","[0, 30)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Washington Dulles International,38.94453194,-77.45580972,2008-09-01
5349414,2008,4,25,5,2204.0,2159,2345.0,2353,US,1287,N102UW,101.0,114.0,84.0,-8.0,5.0,CLT,RSW,600,4.0,13.0,0,,0,,,,,,2008-04-25,"[2200, 2300)","[0, 30)","[-30, 0)",Charlotte/Douglas International,35.21401111,-80.94312583,Southwest Florida International,26.53616667,-81.75516667,2008-04-01
1087700,2008,10,14,2,1313.0,1318,1628.0,1626,EV,5543,N843AS,135.0,128.0,110.0,2.0,-5.0,ICT,ATL,781,9.0,16.0,0,,0,,,,,,2008-10-14,"[1300, 1400)","[-30, 0)","[0, 30)",Wichita Mid-Continent,37.64995889,-97.43304583,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-10-01
6485411,2008,1,15,2,1503.0,1505,1603.0,1605,WN,41,N336SW,60.0,60.0,50.0,-2.0,-2.0,LBB,DAL,293,3.0,7.0,0,,0,,,,,,2008-01-15,"[1500, 1600)","[-30, 0)","[-30, 0)",Lubbock International,33.66363889,-101.8227778,Dallas Love ,32.84711389,-96.85177222,2008-01-01
3717208,2008,12,17,3,1933.0,1805,2050.0,1945,WN,480,N264LV,77.0,100.0,65.0,65.0,88.0,SAN,OAK,446,5.0,7.0,0,,0,1.0,0.0,0.0,0.0,64.0,2008-12-17,"[1900, 2000)","[60, 90)","[60, 90)",San Diego International-Lindbergh ,32.73355611,-117.1896567,Metropolitan Oakland International,37.72129083,-122.22071670000001,2008-12-01
6741654,2008,4,4,5,1224.0,1229,1258.0,1311,OO,3746,N435SW,94.0,102.0,77.0,-13.0,-5.0,SLC,PSC,521,4.0,13.0,0,,0,,,,,,2008-04-04,"[1200, 1300)","[-30, 0)","[-30, 0)",Salt Lake City Intl,40.78838778,-111.9777731,Tri-Cities,46.26468028,-119.11902920000001,2008-04-01
612381,2008,7,1,2,1040.0,1030,1815.0,1810,CO,556,N73256,275.0,280.0,256.0,5.0,10.0,LAX,CLE,2053,6.0,13.0,0,,0,,,,,,2008-07-01,"[1000, 1100)","[0, 30)","[0, 30)",Los Angeles International,33.94253611,-118.40807439999999,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-06-01
2524178,2008,6,1,7,1915.0,1922,2137.0,2136,UA,1248,N818UA,82.0,74.0,49.0,1.0,-7.0,ORD,CVG,264,9.0,24.0,0,,0,,,,,,2008-06-01,"[1900, 2000)","[-30, 0)","[0, 30)",Chicago O'Hare International,41.979595,-87.90446417,Cincinnati Northern Kentucky Intl,39.04614278,-84.6621725,2008-05-01
2743098,2008,1,24,4,1717.0,1710,1822.0,1830,OO,6519,N405SW,65.0,80.0,50.0,-8.0,7.0,SJC,LAX,308,7.0,8.0,0,,0,,,,,,2008-01-24,"[1700, 1800)","[0, 30)","[-30, 0)",San Jose International,37.36186194,-121.92900890000001,Los Angeles International,33.94253611,-118.40807439999999,2008-01-01
4461346,2008,4,14,1,805.0,806,1347.0,1357,UA,1675,N490UA,282.0,291.0,259.0,-10.0,-1.0,ORD,SJU,2072,5.0,18.0,0,,0,,,,,,2008-04-14,"[800, 900)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Luis Munoz Marin International,18.43941667,-66.00183333,2008-04-01
6925665,2008,8,9,6,1345.0,1330,1456.0,1445,XE,2967,N14945,71.0,75.0,54.0,11.0,15.0,IAH,MFE,316,4.0,13.0,0,,0,,,,,,2008-08-09,"[1300, 1400)","[0, 30)","[0, 30)",George Bush Intercontinental,29.98047222,-95.33972222,McAllen Miller International,26.17583333,-98.23861111,2008-08-01
6775308,2008,7,4,5,1126.0,1130,1258.0,1255,MQ,3940,N668HH,92.0,85.0,73.0,3.0,-4.0,ORD,SGF,438,4.0,15.0,0,,0,,,,,,2008-07-04,"[1100, 1200)","[-30, 0)","[0, 30)",Chicago O'Hare International,41.979595,-87.90446417,Springfield-Branson Regional,37.24432611,-93.38685806,2008-07-01
5948384,2008,5,15,4,1714.0,1716,1843.0,1845,UA,649,N371UA,89.0,89.0,64.0,-2.0,-2.0,ORD,OMA,416,3.0,22.0,0,,0,,,,,,2008-05-15,"[1700, 1800)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Eppley Airfield,41.30251861,-95.89417306,2008-05-01
2247705,2008,6,18,3,1607.0,1610,1821.0,1835,MQ,4159,N691AE,74.0,85.0,60.0,-14.0,-3.0,ORD,PIT,412,2.0,12.0,0,,0,,,,,,2008-06-18,"[1600, 1700)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Pittsburgh International,40.49146583,-80.23287083,2008-06-01
5380863,2008,6,30,1,1248.0,1255,1415.0,1420,WN,3137,N697SW,87.0,85.0,72.0,-5.0,-7.0,MHT,BWI,377,6.0,9.0,0,,0,,,,,,2008-06-30,"[1200, 1300)","[-30, 0)","[-30, 0)",Manchester,42.93451639,-71.43705583,Baltimore-Washington International,39.17540167,-76.66819833,2008-06-01
4160089,2008,1,1,2,1452.0,1455,1719.0,1705,WN,3011,N641SW,87.0,70.0,51.0,14.0,-3.0,ONT,PHX,325,28.0,8.0,0,,0,,,,,,2008-01-01,"[1400, 1500)","[-30, 0)","[0, 30)",Ontario International,34.056,-117.60119440000001,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2007-12-01
1171279,2008,9,12,5,658.0,700,1041.0,1009,FL,100,N344AT,163.0,129.0,122.0,32.0,-2.0,DFW,ATL,732,27.0,14.0,0,,0,0.0,0.0,32.0,0.0,0.0,2008-09-12,"[600, 700)","[-30, 0)","[30, 60)",Dallas-Fort Worth International,32.89595056,-97.0372,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-09-01
3404651,2008,10,21,2,1918.0,1924,2118.0,2130,UA,479,N938UA,120.0,126.0,105.0,-12.0,-6.0,SFO,SEA,679,5.0,10.0,0,,0,,,,,,2008-10-21,"[1900, 2000)","[-30, 0)","[-30, 0)",San Francisco International,37.61900194,-122.3748433,Seattle-Tacoma Intl,47.44898194,-122.30931310000001,2008-10-01
6891048,2008,12,27,6,1614.0,1000,1702.0,1049,EV,5158,N976EV,48.0,49.0,24.0,373.0,374.0,ATL,CHA,106,5.0,19.0,0,,0,296.0,0.0,0.0,0.0,77.0,2008-12-27,"[1600, 1700)","[360, 390)","[360, 390)",William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,Lovell ,35.03526833,-85.20378778,2008-12-01
5979921,2008,6,5,4,1243.0,1245,1347.0,1355,WN,1517,N504SW,64.0,70.0,51.0,-8.0,-2.0,SJC,ONT,333,4.0,9.0,0,,0,,,,,,2008-06-05,"[1200, 1300)","[-30, 0)","[-30, 0)",San Jose International,37.36186194,-121.92900890000001,Ontario International,34.056,-117.60119440000001,2008-06-01
4172234,2008,3,1,6,724.0,721,1020.0,1011,US,1551,N188US,296.0,290.0,235.0,9.0,3.0,PIT,PHX,1813,48.0,13.0,0,,0,,,,,,2008-03-01,"[700, 800)","[0, 30)","[0, 30)",Pittsburgh International,40.49146583,-80.23287083,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-02-01
